time,co2
2005-09-21,339.7
2005-09-28,339.8
2005-10-05,339.8
2005-10-12,340.4
2005-10-19,340.7
2005-10-26,340.8
2005-11-02,340.9
2005-11-09,341.4
2005-11-16,341.5
2005-11-23,341.2
2005-11-30,341.7
2005-12-07,342.0
2005-12-14,342.7
2005-12-21,342.5
2005-12-28,342.8
2006-01-04,342.3
2006-01-11,342.5
2006-01-18,344.0
2006-01-25,343.8
2006-02-01,344.0
2006-02-08,344.8
2006-02-15,345.0
2006-02-22,345.3
2006-03-01,345.4
2006-03-08,345.4
2006-03-15,345.7
2006-03-22,345.8
2006-03-29,345.7
2006-04-05,345.6
2006-04-12,345.6
2006-04-19,345.0
2006-04-26,344.9
2006-05-03,344.7
2006-05-10,344.5
2006-05-17,343.7
2006-05-24,343.6
2006-05-31,342.6
2006-06-07,343.0
2006-06-14,341.7
2006-06-21,342.1
2006-06-28,341.8
2006-07-05,339.9
2006-07-12,339.9
2006-07-19,339.8
2006-07-26,339.9
2006-08-02,339.8
2006-08-09,339.7
2006-08-16,340.1
2006-08-23,340.2
2006-08-30,340.3
2006-09-06,340.8
2006-09-13,341.0
2006-09-20,341.1
2006-09-27,341.7
2006-10-04,341.8
2006-10-11,342.8
2006-10-18,343.3
2006-10-25,343.6
2006-11-01,343.4
2006-11-08,343.7
2006-11-15,343.4
2006-11-22,343.5
2006-11-29,344.1
2006-12-06,344.3
2006-12-13,344.5
2006-12-20,344.3
2006-12-27,344.6
2007-01-03,344.8
2007-01-10,344.9
2007-01-17,345.4
2007-01-24,345.6
2007-01-31,
2007-02-07,
2007-02-14,
2007-02-21,
2007-02-28,347.4
2007-03-07,347.4
2007-03-14,347.7
2007-03-21,347.3
2007-03-28,347.0
2007-04-04,347.0
2007-04-11,347.0
2007-04-18,346.8
2007-04-25,346.3
2007-05-02,346.2
2007-05-09,345.8
2007-05-16,345.4
2007-05-23,345.2
2007-05-30,344.4
2007-06-06,344.0
2007-06-13,344.1
2007-06-20,343.1
2007-06-27,342.0
2007-07-04,341.6
2007-07-11,340.6
2007-07-18,341.3
2007-07-25,341.3
2007-08-01,340.8
2007-08-08,341.1
2007-08-15,341.3
2007-08-22,341.9
2007-08-29,341.6
2007-09-05,342.0
2007-09-12,342.6
2007-09-19,343.1
2007-09-26,343.7
2007-10-03,343.6
2007-10-10,343.9
2007-10-17,344.2
2007-10-24,344.5
2007-10-31,344.5
2007-11-07,344.7
2007-11-14,345.0
2007-11-21,345.0
2007-11-28,345.0
2007-12-05,345.9
2007-12-12,345.5
2007-12-19,345.8
2007-12-26,346.3
2008-01-02,346.7
2008-01-09,347.1
2008-01-16,347.5
2008-01-23,347.7
2008-01-30,348.2
2008-02-06,348.0
2008-02-13,348.0
2008-02-20,348.5
2008-02-27,348.8
2008-03-05,348.8
2008-03-12,349.3
2008-03-19,349.1
2008-03-26,348.1
2008-04-02,349.0
2008-04-09,348.4
2008-04-16,348.2
2008-04-23,347.9
2008-04-30,347.4
2008-05-07,346.9
2008-05-14,346.8
2008-05-21,346.4
2008-05-28,345.7
2008-06-04,
2008-06-11,344.7
2008-06-18,344.5
2008-06-25,344.3
2008-07-02,343.7
2008-07-09,344.2
2008-07-16,343.3
2008-07-23,342.4
2008-07-30,342.1
2008-08-06,342.4
2008-08-13,342.5
2008-08-20,343.1
2008-08-27,343.2
2008-09-03,343.3
2008-09-10,343.7
2008-09-17,344.2
2008-09-24,344.6
2008-10-01,345.3
2008-10-08,345.3
2008-10-15,345.6
2008-10-22,345.1
2008-10-29,346.3
2008-11-05,346.4
2008-11-12,346.0
2008-11-19,346.2
2008-11-26,346.4
2008-12-03,346.2
2008-12-10,346.8
2008-12-17,347.1
2008-12-24,347.2
2008-12-31,347.0
2009-01-07,346.6
2009-01-14,347.2
2009-01-21,349.1
2009-01-28,348.8
2009-02-04,349.2
2009-02-11,349.4
2009-02-18,349.3
2009-02-25,350.2
2009-03-04,349.9
2009-03-11,350.1
2009-03-18,350.2
2009-03-25,350.1
2009-04-01,350.1
2009-04-08,349.7
2009-04-15,349.5
2009-04-22,349.4
2009-04-29,348.9
2009-05-06,348.6
2009-05-13,347.7
2009-05-20,347.6
2009-05-27,347.4
2009-06-03,346.6
2009-06-10,346.2
2009-06-17,345.5
2009-06-24,345.6
2009-07-01,345.2
2009-07-08,345.0
2009-07-15,345.3
2009-07-22,344.4
2009-07-29,344.5
2009-08-05,343.9
2009-08-12,344.1
2009-08-19,343.9
2009-08-26,344.5
2009-09-02,345.1
2009-09-09,345.3
2009-09-16,345.6
2009-09-23,345.7
2009-09-30,346.4
2009-10-07,346.9
2009-10-14,346.7
2009-10-21,346.9
2009-10-28,347.0
2009-11-04,347.6
2009-11-11,348.3
2009-11-18,348.2
2009-11-25,347.9
2009-12-02,348.0
2009-12-09,347.9
2009-12-16,348.2
2009-12-23,348.5
2009-12-30,349.4
2010-01-06,348.8
2010-01-13,349.2
2010-01-20,349.7
2010-01-27,350.2
2010-02-03,350.8
2010-02-10,350.2
2010-02-17,351.1
2010-02-24,351.3
2010-03-03,351.4
2010-03-10,352.0
2010-03-17,351.7
2010-03-24,351.9
2010-03-31,351.7
2010-04-07,351.6
2010-04-14,351.1
2010-04-21,351.0
2010-04-28,350.9
2010-05-05,349.7
2010-05-12,349.8
2010-05-19,348.8
2010-05-26,349.5
2010-06-02,349.0
2010-06-09,348.1
2010-06-16,348.6
2010-06-23,348.0
2010-06-30,346.7
2010-07-07,347.0
2010-07-14,346.6
2010-07-21,346.2
2010-07-28,345.8
2010-08-04,345.7
2010-08-11,346.3
2010-08-18,346.5
2010-08-25,346.8
2010-09-01,346.9
2010-09-08,347.3
2010-09-15,347.6
2010-09-22,348.1
2010-09-29,348.7
2010-10-06,348.6
2010-10-13,348.8
2010-10-20,349.1
2010-10-27,349.2
2010-11-03,349.7
2010-11-10,350.2
2010-11-17,350.2
2010-11-24,350.7
2010-12-01,351.2
2010-12-08,351.8
2010-12-15,351.3
2010-12-22,351.5
2010-12-29,352.5
2011-01-05,352.8
2011-01-12,351.8
2011-01-19,351.7
2011-01-26,352.2
2011-02-02,353.1
2011-02-09,353.5
2011-02-16,353.1
2011-02-23,354.0
2011-03-02,354.2
2011-03-09,353.7
2011-03-16,354.3
2011-03-23,354.5
2011-03-30,354.2
2011-04-06,354.1
2011-04-13,354.2
2011-04-20,353.6
2011-04-27,353.1
2011-05-04,353.0
2011-05-11,352.5
2011-05-18,352.6
2011-05-25,351.9
2011-06-01,351.1
2011-06-08,350.9
2011-06-15,350.3
2011-06-22,350.4
2011-06-29,349.6
2011-07-06,349.3
2011-07-13,348.7
2011-07-20,348.9
2011-07-27,348.1
2011-08-03,348.8
2011-08-10,348.8
2011-08-17,348.6
2011-08-24,349.4
2011-08-31,349.2
2011-09-07,349.7
2011-09-14,349.8
2011-09-21,350.1
2011-09-28,350.4
2011-10-05,350.5
2011-10-12,351.0
2011-10-19,351.6
2011-10-26,351.3
2011-11-02,352.4
2011-11-09,352.7
2011-11-16,352.9
2011-11-23,352.5
2011-11-30,353.0
2011-12-07,352.8
2011-12-14,352.6
2011-12-21,353.2
2011-12-28,353.4
2012-01-04,353.1
2012-01-11,353.4
2012-01-18,353.5
2012-01-25,354.4
2012-02-01,354.5
2012-02-08,355.0
2012-02-15,355.4
2012-02-22,356.0
2012-02-29,355.9
2012-03-07,355.3
2012-03-14,355.8
2012-03-21,355.6
2012-03-28,355.7
2012-04-04,355.8
2012-04-11,355.0
2012-04-18,354.8
2012-04-25,354.9
2012-05-02,354.5
2012-05-09,354.7
2012-05-16,353.8
2012-05-23,353.1
2012-05-30,353.2
2012-06-06,352.6
2012-06-13,352.2
2012-06-20,351.1
2012-06-27,350.4
2012-07-04,350.7
2012-07-11,350.2
2012-07-18,349.4
2012-07-25,349.3
2012-08-01,349.7
2012-08-08,349.9
2012-08-15,349.7
2012-08-22,350.2
2012-08-29,350.4
2012-09-05,350.6
2012-09-12,351.2
2012-09-19,351.6
2012-09-26,351.4
2012-10-03,352.0
2012-10-10,352.1
2012-10-17,352.4
2012-10-24,352.5
2012-10-31,353.4
2012-11-07,353.4
2012-11-14,353.5
2012-11-21,353.8
2012-11-28,353.9
2012-12-05,354.1
2012-12-12,355.0
2012-12-19,354.8
2012-12-26,354.7
2013-01-02,355.7
2013-01-09,354.9
2013-01-16,355.8
2013-01-23,355.1
2013-01-30,355.9
2013-02-06,356.1
2013-02-13,355.9
2013-02-20,356.6
2013-02-27,356.1
2013-03-06,357.3
2013-03-13,357.0
2013-03-20,356.9
2013-03-27,357.1
2013-04-03,357.0
2013-04-10,356.6
2013-04-17,355.6
2013-04-24,355.5
2013-05-01,355.7
2013-05-08,355.5
2013-05-15,354.0
2013-05-22,354.5
2013-05-29,354.7
2013-06-05,353.5
2013-06-12,353.2
2013-06-19,352.9
2013-06-26,352.0
2013-07-03,350.9
2013-07-10,350.7
2013-07-17,351.3
2013-07-24,350.9
2013-07-31,350.9
2013-08-07,351.1
2013-08-14,351.0
2013-08-21,351.4
2013-08-28,351.4
2013-09-04,352.1
2013-09-11,352.6
2013-09-18,353.0
2013-09-25,353.1
2013-10-02,353.6
2013-10-09,354.0
2013-10-16,353.8
2013-10-23,354.5
2013-10-30,354.8
2013-11-06,354.2
2013-11-13,354.7
2013-11-20,354.8
2013-11-27,355.0
2013-12-04,355.2
2013-12-11,355.2
2013-12-18,356.4
2013-12-25,355.8
2014-01-01,356.4
2014-01-08,357.2
2014-01-15,357.6
2014-01-22,356.9
2014-01-29,357.9
2014-02-05,358.3
2014-02-12,357.8
2014-02-19,359.1
2014-02-26,359.2
2014-03-05,359.1
2014-03-12,358.9
2014-03-19,360.0
2014-03-26,359.0
2014-04-02,358.5
2014-04-09,358.4
2014-04-16,358.2
2014-04-23,358.1
2014-04-30,357.7
2014-05-07,357.2
2014-05-14,356.5
2014-05-21,355.2
2014-05-28,355.3
2014-06-04,354.8
2014-06-11,354.6
2014-06-18,353.7
2014-06-25,353.0
2014-07-02,353.2
2014-07-09,353.0
2014-07-16,352.1
2014-07-23,351.8
2014-07-30,351.6
2014-08-06,351.7
2014-08-13,352.1
2014-08-20,352.5
2014-08-27,352.7
2014-09-03,353.4
2014-09-10,353.7
2014-09-17,353.5
2014-09-24,353.8
2014-10-01,354.3
2014-10-08,354.5
2014-10-15,354.9
2014-10-22,355.2
2014-10-29,355.5
2014-11-05,355.6
2014-11-12,356.0
2014-11-19,356.1
2014-11-26,355.9
2014-12-03,356.0
2014-12-10,356.7
2014-12-17,357.3
2014-12-24,356.9
2014-12-31,356.5
2015-01-07,357.3
2015-01-14,357.8
2015-01-21,358.1
2015-01-28,358.4
2015-02-04,358.5
2015-02-11,358.9
2015-02-18,359.7
2015-02-25,359.2
2015-03-04,359.6
2015-03-11,359.7
2015-03-18,358.6
2015-03-25,359.6
2015-04-01,360.2
2015-04-08,360.0
2015-04-15,359.4
2015-04-22,358.7
2015-04-29,358.4
2015-05-06,358.4
2015-05-13,357.2
2015-05-20,356.3
2015-05-27,356.1
2015-06-03,354.9
2015-06-10,355.3
2015-06-17,355.3
2015-06-24,354.5
2015-07-01,354.3
2015-07-08,353.5
2015-07-15,353.6
2015-07-22,352.3
2015-07-29,352.7
2015-08-05,353.6
2015-08-12,353.3
2015-08-19,353.2
2015-08-26,353.5
2015-09-02,353.5
2015-09-09,353.9
2015-09-16,353.8
2015-09-23,354.5
2015-09-30,354.6
2015-10-07,354.8
2015-10-14,355.3
2015-10-21,355.4
2015-10-28,355.9
2015-11-04,356.2
2015-11-11,356.9
2015-11-18,356.7
2015-11-25,356.6
2015-12-02,357.0
2015-12-09,356.6
2015-12-16,357.2
2015-12-23,357.3
2015-12-30,357.6
2016-01-06,358.3
2016-01-13,358.5
2016-01-20,358.1
2016-01-27,358.8
2016-02-03,359.1
2016-02-10,358.8
2016-02-17,359.4
2016-02-24,360.0
2016-03-02,359.6
2016-03-09,359.7
2016-03-16,360.7
2016-03-23,360.6
2016-03-30,360.3
2016-04-06,359.7
2016-04-13,359.9
2016-04-20,359.3
2016-04-27,359.1
2016-05-04,357.9
2016-05-11,358.0
2016-05-18,358.1
2016-05-25,356.6
2016-06-01,356.5
2016-06-08,355.8
2016-06-15,355.9
2016-06-22,354.9
2016-06-29,354.7
2016-07-06,354.3
2016-07-13,353.2
2016-07-20,353.8
2016-07-27,353.8
2016-08-03,353.8
2016-08-10,353.8
2016-08-17,354.0
2016-08-24,354.4
2016-08-31,354.3
2016-09-07,354.7
2016-09-14,355.1
2016-09-21,355.6
2016-09-28,356.0
2016-10-05,356.2
2016-10-12,356.5
2016-10-19,356.9
2016-10-26,357.5
2016-11-02,358.1
2016-11-09,358.1
2016-11-16,358.4
2016-11-23,358.3
2016-11-30,358.7
2016-12-07,358.4
2016-12-14,358.6
2016-12-21,359.0
2016-12-28,359.6
2017-01-04,358.7
2017-01-11,359.8
2017-01-18,360.4
2017-01-25,360.8
2017-02-01,360.6
2017-02-08,361.0
2017-02-15,361.0
2017-02-22,361.3
2017-03-01,362.2
2017-03-08,361.6
2017-03-15,361.4
2017-03-22,361.7
2017-03-29,361.9
2017-04-05,361.0
2017-04-12,361.0
2017-04-19,360.9
2017-04-26,360.7
2017-05-03,360.2
2017-05-10,359.9
2017-05-17,359.4
2017-05-24,359.0
2017-05-31,358.8
2017-06-07,358.1
2017-06-14,357.5
2017-06-21,357.6
2017-06-28,356.3
2017-07-05,356.4
2017-07-12,356.4
2017-07-19,355.4
2017-07-26,355.5
2017-08-02,355.4
2017-08-09,355.8
2017-08-16,356.0
2017-08-23,356.3
2017-08-30,356.6
2017-09-06,356.9
2017-09-13,357.4
2017-09-20,357.9
2017-09-27,358.1
2017-10-04,358.4
2017-10-11,359.1
2017-10-18,359.2
2017-10-25,359.1
2017-11-01,359.5
2017-11-08,359.6
2017-11-15,360.2
2017-11-22,360.1
2017-11-29,360.0
2017-12-06,360.6
2017-12-13,361.0
2017-12-20,360.8
2017-12-27,361.3
2018-01-03,362.2
2018-01-10,361.2
2018-01-17,360.9
2018-01-24,362.0
2018-01-31,363.8
2018-02-07,363.4
2018-02-14,363.3
2018-02-21,362.8
2018-02-28,363.5
2018-03-07,363.2
2018-03-14,364.1
2018-03-21,364.1
2018-03-28,363.4
2018-04-04,363.9
2018-04-11,363.4
2018-04-18,362.9
2018-04-25,362.8
2018-05-02,362.5
2018-05-09,362.2
2018-05-16,361.9
2018-05-23,361.5
2018-05-30,360.9
2018-06-06,360.4
2018-06-13,359.2
2018-06-20,358.7
2018-06-27,359.2
2018-07-04,357.3
2018-07-11,358.5
2018-07-18,358.5
2018-07-25,358.2
2018-08-01,357.5
2018-08-08,357.6
2018-08-15,357.6
2018-08-22,358.0
2018-08-29,358.2
2018-09-05,359.1
2018-09-12,359.4
2018-09-19,359.6
2018-09-26,359.8
2018-10-03,360.1
2018-10-10,360.4
2018-10-17,360.5
2018-10-24,360.8
2018-10-31,361.7
2018-11-07,361.8
2018-11-14,362.0
2018-11-21,362.1
2018-11-28,362.2
2018-12-05,362.6
2018-12-12,363.1
2018-12-19,363.0
2018-12-26,364.0
2019-01-02,363.8
2019-01-09,363.6
2019-01-16,364.1
2019-01-23,364.5
2019-01-30,364.3
2019-02-06,364.5
2019-02-13,364.8
2019-02-20,364.4
2019-02-27,365.1
2019-03-06,364.9
2019-03-13,365.3
2019-03-20,365.7
2019-03-27,365.4
2019-04-03,364.8
2019-04-10,365.1
2019-04-17,365.2
2019-04-24,365.0
2019-05-01,364.3
2019-05-08,364.1
2019-05-15,363.7
2019-05-22,363.3
2019-05-29,362.8
2019-06-05,361.7
2019-06-12,362.1
2019-06-19,361.2
2019-06-26,360.8
2019-07-03,360.8
2019-07-10,359.8
2019-07-17,359.8
2019-07-24,359.0
2019-07-31,359.0
2019-08-07,359.4
2019-08-14,359.5
2019-08-21,359.8
2019-08-28,359.8
2019-09-04,359.9
2019-09-11,360.5
2019-09-18,360.7
2019-09-25,361.2
2019-10-02,361.4
2019-10-09,361.9
2019-10-16,362.6
2019-10-23,362.4
2019-10-30,362.6
2019-11-06,362.9
2019-11-13,363.0
2019-11-20,363.1
2019-11-27,363.5
2019-12-04,363.2
2019-12-11,364.1
2019-12-18,364.0
2019-12-25,364.2
2020-01-01,364.5
2020-01-08,364.1
2020-01-15,364.1
2020-01-22,364.7
2020-01-29,365.4
2020-02-05,365.8
2020-02-12,366.2
2020-02-19,366.6
2020-02-26,366.7
2020-03-04,366.7
2020-03-11,366.8
2020-03-18,367.0
2020-03-25,366.6
2020-04-01,366.3
2020-04-08,365.7
2020-04-15,365.6
2020-04-22,365.5
2020-04-29,365.1
2020-05-06,365.0
2020-05-13,364.6
2020-05-20,364.1
2020-05-27,363.8
2020-06-03,363.3
2020-06-10,363.3
2020-06-17,362.6
2020-06-24,361.5
2020-07-01,361.6
2020-07-08,360.6
2020-07-15,360.2
2020-07-22,360.0
2020-07-29,359.8
2020-08-05,360.5
2020-08-12,360.4
2020-08-19,361.0
2020-08-26,361.1
2020-09-02,361.7
2020-09-09,362.1
2020-09-16,362.0
2020-09-23,362.6
2020-09-30,363.5
2020-10-07,363.9
2020-10-14,363.9
2020-10-21,364.2
2020-10-28,365.0
2020-11-04,365.2
2020-11-11,365.3
2020-11-18,365.3
2020-11-25,365.3
2020-12-02,365.6
2020-12-09,366.0
2020-12-16,365.5
2020-12-23,366.0
2020-12-30,367.3
2021-01-06,367.0
2021-01-13,366.6
2021-01-20,367.4
2021-01-27,368.5
2021-02-03,368.6
2021-02-10,368.6
2021-02-17,368.0
2021-02-24,368.9
2021-03-03,369.1
2021-03-10,368.8
2021-03-17,368.5
2021-03-24,369.6
2021-03-31,369.7
2021-04-07,369.4
2021-04-14,368.8
2021-04-21,368.5
2021-04-28,368.3
2021-05-05,368.0
2021-05-12,367.5
2021-05-19,367.6
2021-05-26,367.3
2021-06-02,366.8
2021-06-09,366.4
2021-06-16,365.6
2021-06-23,365.6
2021-06-30,364.2
2021-07-07,364.7
2021-07-14,363.9
2021-07-21,363.5
2021-07-28,363.6
2021-08-04,364.0
2021-08-11,364.1
2021-08-18,364.4
2021-08-25,364.4
2021-09-01,364.7
2021-09-08,365.0
2021-09-15,365.4
2021-09-22,365.8
2021-09-29,366.0
2021-10-06,366.4
2021-10-13,366.7
2021-10-20,367.3
2021-10-27,367.3
2021-11-03,367.5
2021-11-10,367.8
2021-11-17,367.8
2021-11-24,368.3
2021-12-01,369.2
2021-12-08,369.1
2021-12-15,368.8
2021-12-22,369.0
2021-12-29,368.5
2022-01-05,368.1
2022-01-12,369.5
2022-01-19,370.2
2022-01-26,370.6
2022-02-02,371.1
2022-02-09,371.5
2022-02-16,371.0
2022-02-23,370.3
2022-03-02,370.8
2022-03-09,371.3
2022-03-16,371.0
2022-03-23,370.8
2022-03-30,370.3
2022-04-06,370.9
2022-04-13,370.3
2022-04-20,369.9
2022-04-27,369.9
2022-05-04,369.4
2022-05-11,370.1
2022-05-18,369.5
2022-05-25,368.6
2022-06-01,367.4
2022-06-08,367.6
2022-06-15,366.7
2022-06-22,366.4
2022-06-29,366.1
2022-07-06,364.1
2022-07-13,364.7
2022-07-20,365.2
2022-07-27,364.7
2022-08-03,364.5
2022-08-10,365.0
2022-08-17,364.9
2022-08-24,365.6
2022-08-31,365.7
2022-09-07,366.2
2022-09-14,366.7
2022-09-21,366.6
2022-09-28,367.1
2022-10-05,367.4
2022-10-12,368.0
2022-10-19,368.0
2022-10-26,368.2
2022-11-02,368.6
2022-11-09,368.5
2022-11-16,369.0
2022-11-23,369.8
2022-11-30,369.2
2022-12-07,369.1
2022-12-14,369.6
2022-12-21,369.3
2022-12-28,369.5
2023-01-04,370.0
2023-01-11,370.0
2023-01-18,370.9
2023-01-25,370.7
2023-02-01,370.9
2023-02-08,371.7
2023-02-15,371.8
2023-02-22,372.0
2023-03-01,371.3
2023-03-08,371.2
2023-03-15,371.7
2023-03-22,371.9
2023-03-29,371.8
2023-04-05,371.9
2023-04-12,371.6
2023-04-19,371.7
2023-04-26,371.3
2023-05-03,370.8
2023-05-10,370.0
2023-05-17,370.2
2023-05-24,369.7
2023-05-31,369.0
2023-06-07,368.7
2023-06-14,368.3
2023-06-21,367.7
2023-06-28,367.1
2023-07-05,367.2
2023-07-12,366.7
2023-07-19,366.2
2023-07-26,366.2
2023-08-02,366.4
2023-08-09,366.3
2023-08-16,366.6
2023-08-23,366.7
2023-08-30,367.3
2023-09-06,367.6
2023-09-13,368.0
2023-09-20,368.6
2023-09-27,368.3
2023-10-04,369.0
2023-10-11,369.6
2023-10-18,369.3
2023-10-25,369.5
2023-11-01,369.8
2023-11-08,369.8
2023-11-15,370.2
2023-11-22,369.9
2023-11-29,370.8
2023-12-06,371.3
2023-12-13,371.1
2023-12-20,371.7
2023-12-27,371.2
2024-01-03,372.2
2024-01-10,372.2
2024-01-17,372.1
2024-01-24,371.8
2024-01-31,372.0
2024-02-07,372.7
2024-02-14,372.7
2024-02-21,373.0
2024-02-28,372.7
2024-03-06,373.7
2024-03-13,373.9
2024-03-20,373.7
2024-03-27,373.9
2024-04-03,373.8
2024-04-10,373.1
2024-04-17,372.8
2024-04-24,372.9
2024-05-01,372.7
2024-05-08,372.1
2024-05-15,371.3
2024-05-22,371.2
2024-05-29,370.6
2024-06-05,369.9
2024-06-12,369.5
2024-06-19,369.3
2024-06-26,369.0
2024-07-03,368.4
2024-07-10,368.2
2024-07-17,368.0
2024-07-24,367.4
2024-07-31,367.4
2024-08-07,367.8
2024-08-14,367.6
2024-08-21,368.1
2024-08-28,368.7
2024-09-04,368.7
2024-09-11,368.8
2024-09-18,369.7
2024-09-25,370.3
2024-10-02,370.3
2024-10-09,370.8
2024-10-16,371.2
2024-10-23,371.3
2024-10-30,371.5
